Case_ID,Jurisdiction,Case_Year,Case_Type,Outcome,Cross_Jurisdictional,Finance,Customer,Internal_Process,Learning_and_Growth,Industry_Scale_and_Influence,Local_Development_Foundation,Market_Potential,Team_Source_Contribution,Customer_Satisfaction,Customer_Complaint_Number,Team_Collaboration,Business_Performance_Assessment,Public_Culture_Activities,Training_Record,Papers_and_Publications,Globalized_Individuals,Institutional_Size,High_Quality_Law_Firms,Global_Legal_Connections,Local_Economic_Development,Population_Size,Talent_Reserve_Pool,Service_Sector_Level,Article_Prediction,Cause_Prediction,Penalty_Prediction,Case_Analysis,Financial_Calculation,Liability_Score,Cross_Border_Compliance
FLC-2024-0409,Region E,2022,Administrative,Loss,False,57446.58,7.4,7.7,7.3,5.2,3.1,4.7,8.2,7.4,1,6.9,6.4,9.2,5,3,4,132.5,True,1,7.6,180480,9.2,7.4,Art. 5 Admin Law,Regulatory Violation,86138.96,Review charges -> Evaluate evidence -> Determine verdict,24180.59,0.42,0.6
FLC-2025-0410,Region C,2017,Criminal,Settlement,False,403557.12,4.5,9.4,9.2,7.8,7.3,6.8,7.0,4.5,2,1.9,5.2,6.7,1,1,0,113.4,True,2,6.1,149940,6.2,5.9,Art. 12 Penal Code,Fraud,178436.29,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,148622.2,0.37,0.26
FLC-2023-0411,Region E,2015,Administrative,Settlement,False,577542.86,6.0,6.3,8.2,7.5,8.9,9.2,5.9,6.0,0,6.0,5.9,0.2,1,3,1,180.0,True,4,9.6,642204,9.9,8.3,Art. 5 Admin Law,Regulatory Violation,13801.6,Check jurisdiction -> Assess contract clauses -> Compute liability,284476.02,0.49,0.49
FLC-2024-0412,Region E,2022,Commercial,Loss,False,1004490.0,7.4,8.7,5.8,5.1,7.4,9.9,6.7,7.4,1,5.7,9.5,9.8,6,4,4,49.9,True,1,6.5,29004,9.8,6.3,Art. 25 CISG,Cross-Border Dispute,139260.97,Review charges -> Evaluate evidence -> Determine verdict,304744.49,0.3,0.37
FLC-2025-0413,Region E,2018,Civil,Settlement,True,1368871.64,5.9,7.1,6.7,9.3,6.3,8.8,7.9,5.9,2,5.4,6.7,4.2,9,2,3,69.3,True,3,8.6,717696,9.8,5.8,Art. 45 Civil Code,Breach of Contract,127036.37,Review charges -> Evaluate evidence -> Determine verdict,689135.62,0.5,0.86
FLC-2023-0414,Region A,2018,Criminal,Settlement,False,856338.43,5.0,5.8,7.6,8.6,9.5,4.5,9.8,5.0,4,5.1,7.0,3.1,3,4,1,36.0,True,9,7.9,975128,9.2,6.8,Art. 12 Penal Code,Fraud,238915.36,Assess plaintiff claims -> Review evidence -> Determine outcome,415550.2,0.49,0.6
FLC-2024-0415,Region B,2015,Criminal,Loss,True,444205.23,4.6,4.6,7.1,5.5,7.3,4.9,7.6,4.6,2,3.5,6.6,6.8,2,4,2,160.9,True,0,6.8,329085,6.3,8.7,Art. 12 Penal Code,Fraud,126896.06,Check applicable law -> Compute damages -> Advise resolution,269768.67,0.61,0.65
FLC-2025-0416,Region D,2015,Criminal,Settlement,False,237864.26,3.9,9.7,5.3,8.5,6.7,6.9,6.1,3.9,0,2.1,6.0,5.5,1,0,1,195.3,False,9,7.1,276871,6.5,7.8,Art. 12 Penal Code,Fraud,164554.05,Assess plaintiff claims -> Review evidence -> Determine outcome,139399.85,0.59,0.53
FLC-2023-0417,Region C,2023,Commercial,Settlement,False,2730345.09,3.8,5.5,7.1,6.8,9.0,4.8,7.8,3.8,0,1.9,8.5,9.1,2,1,1,115.6,False,0,8.4,833890,8.8,7.4,Art. 25 CISG,Cross-Border Dispute,118192.81,Assess plaintiff claims -> Review evidence -> Determine outcome,1315453.96,0.48,0.35
FLC-2024-0418,Region B,2017,Civil,Win,False,1214857.49,10.0,9.7,9.3,5.0,5.7,8.9,6.8,10.0,3,8.5,5.6,9.7,6,0,3,199.6,False,2,5.9,559236,6.2,9.0,Art. 45 Civil Code,Breach of Contract,8177.88,Assess plaintiff claims -> Review evidence -> Determine outcome,60189.65,0.05,0.82
FLC-2025-0419,Region B,2021,Administrative,Settlement,True,223185.64,4.5,9.3,7.7,8.2,6.8,4.3,8.7,4.5,0,3.9,7.0,4.2,8,0,3,129.6,True,2,6.0,331657,7.0,9.1,Art. 5 Admin Law,Regulatory Violation,4948.23,Review charges -> Evaluate evidence -> Determine verdict,116213.29,0.52,0.99
FLC-2023-0420,Region B,2018,Commercial,Settlement,False,255669.05,5.7,9.6,9.1,8.5,3.6,6.5,7.8,5.7,2,5.2,6.4,4.8,5,0,4,78.2,True,6,5.5,355820,6.5,9.4,Art. 25 CISG,Cross-Border Dispute,70990.38,Assess plaintiff claims -> Review evidence -> Determine outcome,104344.17,0.41,0.52
FLC-2024-0421,Region B,2024,Criminal,Loss,False,481780.11,4.6,8.6,9.3,9.9,4.9,8.3,7.0,4.6,0,3.5,5.2,0.0,7,2,4,178.5,False,9,9.1,751561,6.3,5.7,Art. 12 Penal Code,Fraud,124598.49,Review charges -> Evaluate evidence -> Determine verdict,207214.74,0.43,0.75
FLC-2025-0422,Region D,2022,Commercial,Loss,False,133448.9,3.3,6.2,9.0,7.6,7.0,9.1,9.0,3.3,2,4.6,6.0,4.6,1,3,2,107.7,False,3,8.7,781768,8.5,8.8,Art. 25 CISG,Cross-Border Dispute,38307.94,Check applicable law -> Compute damages -> Advise resolution,57309.84,0.43,0.38
FLC-2023-0423,Region E,2018,Commercial,Loss,True,539246.22,1.7,7.6,8.6,6.5,6.6,8.5,7.3,1.7,2,0.6,8.9,2.2,6,0,0,77.2,False,8,7.2,504528,9.4,8.2,Art. 25 CISG,Cross-Border Dispute,69916.94,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,386715.56,0.72,0.76
FLC-2024-0424,Region A,2019,International Treaty,Loss,True,417194.33,1.5,7.7,7.7,8.7,7.9,7.2,8.4,1.5,3,2.2,7.2,4.1,2,2,2,100.2,True,4,9.3,684045,8.7,8.8,Art. 97,Cross-Border Dispute,441785.17,Review charges -> Evaluate evidence -> Determine verdict,371181.69,0.89,0.55
FLC-2025-0425,Region B,2019,Civil,Win,True,898465.75,5.8,8.9,9.1,5.3,4.2,5.9,6.6,5.8,4,4.4,9.3,3.0,7,3,2,123.6,True,6,5.4,90590,5.5,9.3,Art. 45 Civil Code,Breach of Contract,13099.7,Check applicable law -> Compute damages -> Advise resolution,321276.29,0.36,1.0
FLC-2023-0426,Region E,2016,Criminal,Settlement,True,376971.74,2.1,6.1,7.3,6.0,4.6,5.6,7.2,2.1,3,1.5,9.5,1.3,4,0,3,198.3,False,8,5.0,577563,7.6,6.6,Art. 12 Penal Code,Fraud,152544.2,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,292401.51,0.78,0.81
FLC-2024-0427,Region A,2023,Civil,Win,False,1388032.88,9.0,7.0,5.1,6.7,4.3,8.1,5.3,9.0,4,8.5,6.1,9.5,1,4,1,92.7,True,1,7.1,928070,9.4,8.7,Art. 45 Civil Code,Breach of Contract,45465.36,Check applicable law -> Compute damages -> Advise resolution,225357.89,0.16,0.73
FLC-2025-0428,Region A,2022,International Treaty,Loss,False,492862.5,3.3,5.3,9.6,9.7,6.5,4.0,5.5,3.3,3,1.5,9.8,6.5,6,3,1,124.2,False,4,6.5,516329,6.8,9.8,Art. 97,Cross-Border Dispute,199835.01,Check jurisdiction -> Assess contract clauses -> Compute liability,349406.95,0.71,0.34
FLC-2023-0429,Region D,2015,Commercial,Loss,True,89265.84,0.6,6.9,9.7,6.1,3.5,9.3,9.2,0.6,1,1.4,9.9,3.9,7,2,1,172.0,True,6,7.5,692310,9.7,7.2,Art. 25 CISG,Cross-Border Dispute,48964.38,Review charges -> Evaluate evidence -> Determine verdict,76537.84,0.86,0.67
FLC-2024-0430,Region B,2024,Civil,Settlement,True,44106.15,5.9,5.5,8.5,5.5,9.4,5.3,6.0,5.9,3,6.8,6.1,7.5,3,3,3,53.9,False,6,8.0,948176,9.8,6.2,Art. 45 Civil Code,Breach of Contract,285361.56,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,29379.07,0.67,0.78
FLC-2025-0431,Region A,2016,Commercial,Settlement,False,117604.66,6.0,5.9,10.0,5.2,3.9,5.3,9.1,6.0,4,3.0,9.0,9.7,7,3,0,43.9,False,3,7.2,953064,6.3,5.3,Art. 25 CISG,Cross-Border Dispute,76267.13,Check applicable law -> Compute damages -> Advise resolution,41937.44,0.36,0.67
FLC-2023-0432,Region C,2023,Administrative,Settlement,True,1298817.8,3.5,9.6,8.8,9.9,3.3,5.7,6.0,3.5,1,3.1,8.4,2.3,4,1,1,144.9,True,1,5.8,657282,7.3,5.9,Art. 5 Admin Law,Regulatory Violation,191660.23,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,724175.52,0.56,0.92
FLC-2024-0433,Region D,2023,Civil,Win,True,222437.04,6.8,9.1,7.4,8.9,4.0,7.0,7.0,6.8,2,6.1,8.9,2.3,8,4,2,23.3,False,6,5.9,501884,5.1,7.1,Art. 45 Civil Code,Breach of Contract,104751.78,Check applicable law -> Compute damages -> Advise resolution,80133.29,0.36,1.0
FLC-2025-0434,Region B,2019,Administrative,Settlement,True,1381552.01,2.3,4.3,5.9,9.7,9.8,8.4,6.3,2.3,3,0.8,8.2,5.9,9,1,1,127.5,True,8,7.5,815980,7.2,6.0,Art. 5 Admin Law,Regulatory Violation,212912.15,Check jurisdiction -> Assess contract clauses -> Compute liability,1118144.71,0.81,0.7
FLC-2023-0435,Region A,2017,Administrative,Loss,False,730613.36,5.4,5.9,6.8,8.3,7.4,5.4,9.5,5.4,1,4.9,6.7,7.9,5,2,0,51.2,True,0,8.4,301646,5.1,8.5,Art. 5 Admin Law,Regulatory Violation,49170.7,Review charges -> Evaluate evidence -> Determine verdict,295767.19,0.4,0.52
FLC-2024-0436,Region A,2017,Criminal,Settlement,False,148849.36,3.3,6.2,8.9,8.0,7.5,8.5,5.6,3.3,4,4.3,8.5,5.8,3,4,4,56.3,True,3,8.3,855531,5.3,9.8,Art. 12 Penal Code,Fraud,243552.16,Assess plaintiff claims -> Review evidence -> Determine outcome,100747.24,0.68,0.67
FLC-2025-0437,Region C,2023,Commercial,Settlement,True,1241143.52,2.2,4.6,9.8,6.0,3.4,9.8,7.7,2.2,0,1.7,7.9,8.9,5,3,1,92.3,True,9,7.6,649413,5.5,5.7,Art. 25 CISG,Cross-Border Dispute,81004.84,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,917239.62,0.74,0.63
FLC-2023-0438,Region A,2019,International Treaty,Loss,True,1431810.0,0.0,8.3,5.7,9.1,7.2,9.7,6.7,0.0,0,0.0,8.4,4.3,9,1,2,56.9,False,7,6.8,724001,8.6,10.0,Art. 97,Cross-Border Dispute,86170.0,Check applicable law -> Compute damages -> Advise resolution,1431810.0,1.0,0.72
FLC-2024-0439,Region D,2017,International Treaty,Settlement,True,172203.11,1.5,6.6,7.8,7.0,4.5,7.6,8.8,1.5,3,2.4,6.2,7.3,2,2,3,47.5,False,0,7.5,632633,5.6,6.6,Art. 97,Cross-Border Dispute,164359.76,Review charges -> Evaluate evidence -> Determine verdict,139945.42,0.81,0.68
FLC-2025-0440,Region C,2022,Criminal,Loss,True,5873581.7,2.7,9.6,5.8,5.9,6.0,8.8,6.5,2.7,1,0.8,8.1,5.4,7,3,1,135.7,True,1,8.0,503865,5.1,7.4,Art. 12 Penal Code,Fraud,43960.07,Review charges -> Evaluate evidence -> Determine verdict,4944998.23,0.84,0.86
FLC-2023-0441,Region C,2017,Administrative,Settlement,True,2551754.98,4.2,5.3,8.9,7.2,4.3,9.4,6.0,4.2,1,2.5,7.4,0.0,5,0,2,193.9,False,0,9.7,322546,5.3,9.6,Art. 5 Admin Law,Regulatory Violation,206930.32,Check jurisdiction -> Assess contract clauses -> Compute liability,1298772.58,0.51,0.78
FLC-2024-0442,Region D,2017,Commercial,Settlement,True,736228.14,2.8,8.5,9.5,9.6,5.7,5.0,9.6,2.8,3,3.4,6.0,3.9,6,2,2,48.6,False,3,8.7,562143,9.5,9.4,Art. 25 CISG,Cross-Border Dispute,76996.57,Assess plaintiff claims -> Review evidence -> Determine outcome,470002.8,0.64,0.86
FLC-2025-0443,Region B,2024,Commercial,Win,False,532244.72,5.7,5.8,6.1,5.2,3.3,9.2,8.4,5.7,4,3.7,5.4,6.9,4,0,0,170.4,False,7,9.6,733942,7.6,9.5,Art. 25 CISG,Cross-Border Dispute,23672.28,Check applicable law -> Compute damages -> Advise resolution,274330.37,0.52,0.4
FLC-2023-0444,Region A,2021,International Treaty,Settlement,False,964221.6,6.9,9.3,8.4,6.8,6.6,8.1,9.8,6.9,1,5.8,9.3,5.2,7,1,3,183.2,True,2,7.3,260201,9.2,7.3,Art. 97,Cross-Border Dispute,87222.59,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,594384.93,0.62,0.44
FLC-2024-0445,Region D,2024,Criminal,Settlement,False,98937.15,3.3,8.4,9.0,9.7,7.3,5.5,9.6,3.3,2,2.6,9.8,8.9,8,0,1,103.0,False,8,5.2,795944,8.9,5.8,Art. 12 Penal Code,Fraud,100279.38,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,52187.45,0.53,0.55
FLC-2025-0446,Region C,2015,Civil,Settlement,True,948534.69,4.3,9.6,5.8,8.6,8.3,4.5,9.3,4.3,4,3.7,8.3,2.2,5,4,1,115.8,False,4,9.6,425018,9.8,7.2,Art. 45 Civil Code,Breach of Contract,110364.76,Check jurisdiction -> Assess contract clauses -> Compute liability,551844.0,0.58,1.0
FLC-2023-0447,Region A,2021,Commercial,Loss,True,160506.78,1.2,6.6,7.4,8.8,3.7,8.6,8.4,1.2,0,0.0,8.7,4.7,3,2,3,125.9,True,4,8.7,325158,10.0,5.4,Art. 25 CISG,Cross-Border Dispute,196170.83,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,138734.42,0.86,0.73
FLC-2024-0448,Region A,2017,Administrative,Dismissed,False,387230.44,6.2,6.6,7.8,9.4,9.5,7.2,8.8,6.2,4,2.2,5.6,9.6,3,4,3,26.3,True,4,9.2,928168,9.5,7.5,Art. 5 Admin Law,Regulatory Violation,48289.56,Check jurisdiction -> Assess contract clauses -> Compute liability,100235.26,0.26,0.78
FLC-2025-0449,Region E,2024,International Treaty,Loss,True,2233441.06,0.0,9.4,8.4,9.9,8.4,9.7,6.1,0.0,4,0.6,8.1,1.5,9,3,2,175.2,False,6,9.1,676087,8.0,6.8,Art. 97,Cross-Border Dispute,453837.0,Review charges -> Evaluate evidence -> Determine verdict,2233441.06,1.0,0.57
FLC-2023-0450,Region D,2021,Administrative,Win,True,1457059.96,4.2,5.9,9.2,8.8,5.3,7.2,5.3,4.2,4,3.8,5.3,6.3,1,3,1,121.1,False,9,7.8,520518,6.4,6.4,Art. 5 Admin Law,Regulatory Violation,233307.4,Assess plaintiff claims -> Review evidence -> Determine outcome,830123.07,0.57,0.84
FLC-2024-0451,Region E,2024,Civil,Win,True,158744.37,6.0,8.0,10.0,5.5,7.7,5.7,8.2,6.0,1,3.7,9.2,3.5,4,4,0,54.0,True,3,8.7,821484,7.4,9.7,Art. 45 Civil Code,Breach of Contract,161383.73,Review charges -> Evaluate evidence -> Determine verdict,71103.57,0.45,0.8
FLC-2025-0452,Region C,2020,Administrative,Settlement,True,256283.13,5.9,4.8,8.6,8.3,3.3,9.0,6.2,5.9,0,4.0,5.3,4.3,3,0,4,92.3,False,9,7.5,60547,7.1,7.1,Art. 5 Admin Law,Regulatory Violation,65905.69,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,119180.63,0.47,0.94
FLC-2023-0453,Region B,2015,Administrative,Loss,True,908544.82,3.3,7.9,9.2,7.8,3.2,6.8,7.3,3.3,1,1.0,8.4,0.2,5,0,3,81.8,False,5,7.4,299388,6.7,6.7,Art. 5 Admin Law,Regulatory Violation,91721.04,Check jurisdiction -> Assess contract clauses -> Compute liability,572013.75,0.63,0.81
FLC-2024-0454,Region A,2022,Administrative,Loss,False,653393.21,7.2,5.6,6.4,6.5,7.3,6.6,8.6,7.2,3,3.8,8.4,2.0,6,4,1,157.4,False,6,5.6,447710,9.3,7.2,Art. 5 Admin Law,Regulatory Violation,40942.19,Check applicable law -> Compute damages -> Advise resolution,201193.94,0.31,0.6
FLC-2025-0455,Region E,2024,Criminal,Settlement,False,1220954.93,4.8,9.7,6.7,7.2,7.9,7.5,6.6,4.8,4,4.7,8.7,0.4,9,0,0,75.6,True,5,6.1,814389,6.0,7.7,Art. 12 Penal Code,Fraud,131352.7,Review charges -> Evaluate evidence -> Determine verdict,665318.68,0.54,0.52
FLC-2023-0456,Region A,2019,Civil,Settlement,True,685171.52,6.5,7.8,8.9,9.3,3.1,8.1,5.1,6.5,1,5.7,6.6,4.4,3,0,2,67.1,False,3,8.6,514168,7.5,7.3,Art. 45 Civil Code,Breach of Contract,74440.64,Assess plaintiff claims -> Review evidence -> Determine outcome,291160.4,0.42,0.59
FLC-2024-0457,Region D,2020,International Treaty,Loss,False,1711604.94,4.0,8.3,9.0,7.5,3.8,6.6,9.2,4.0,4,3.4,9.3,3.9,1,3,2,137.7,False,6,5.6,935814,9.8,6.6,Art. 97,Cross-Border Dispute,142854.1,Assess plaintiff claims -> Review evidence -> Determine outcome,1078247.11,0.63,0.29
FLC-2025-0458,Region C,2020,International Treaty,Loss,True,397842.76,0.5,4.4,7.2,5.7,4.9,5.1,9.4,0.5,3,0.0,6.1,2.0,2,2,0,88.5,True,5,8.4,429596,6.7,6.6,Art. 97,Cross-Border Dispute,218018.85,Assess plaintiff claims -> Review evidence -> Determine outcome,344005.57,0.86,0.61
FLC-2023-0459,Region C,2020,Commercial,Loss,True,292447.25,2.8,7.8,5.6,8.7,4.9,6.7,9.4,2.8,1,3.1,9.2,0.5,5,1,4,108.0,False,8,7.5,876475,6.5,9.0,Art. 25 CISG,Cross-Border Dispute,219684.4,Check applicable law -> Compute damages -> Advise resolution,166317.87,0.57,0.9
FLC-2024-0460,Region D,2019,Administrative,Settlement,True,240324.19,5.5,5.6,9.7,7.7,8.8,6.2,5.5,5.5,3,2.8,8.4,3.7,4,0,4,103.6,False,8,8.2,808359,7.5,9.7,Art. 5 Admin Law,Regulatory Violation,268594.3,Assess plaintiff claims -> Review evidence -> Determine outcome,150438.17,0.63,0.88
FLC-2025-0461,Region E,2017,Administrative,Settlement,False,915311.12,7.2,7.8,7.8,8.5,5.9,8.5,7.0,7.2,1,3.9,5.9,6.2,7,0,4,97.5,True,3,6.8,352771,6.5,9.5,Art. 5 Admin Law,Regulatory Violation,100198.9,Check jurisdiction -> Assess contract clauses -> Compute liability,294427.13,0.32,0.63
FLC-2023-0462,Region A,2021,International Treaty,Loss,True,307482.75,0.0,5.6,8.2,9.2,5.8,9.0,5.8,0.0,0,1.3,7.2,7.0,4,4,0,150.7,False,5,7.9,746936,8.0,6.9,Art. 97,Cross-Border Dispute,471229.55,Review charges -> Evaluate evidence -> Determine verdict,292486.64,0.95,0.62
FLC-2024-0463,Region A,2024,Criminal,Loss,False,134696.05,2.6,7.4,9.7,8.6,7.8,9.8,9.0,2.6,2,0.9,7.7,5.5,3,0,1,68.7,False,4,6.5,942418,6.6,7.6,Art. 12 Penal Code,Fraud,249612.72,Assess plaintiff claims -> Review evidence -> Determine outcome,95021.53,0.71,0.75
FLC-2025-0464,Region B,2017,Administrative,Settlement,True,319828.1,0.0,6.3,5.7,8.5,9.0,8.1,5.1,0.0,1,0.0,8.6,3.7,8,2,0,56.0,False,9,5.4,434671,8.9,6.8,Art. 5 Admin Law,Regulatory Violation,237275.74,Assess plaintiff claims -> Review evidence -> Determine outcome,219119.54,0.69,0.89
FLC-2023-0465,Region A,2021,Criminal,Win,False,805546.17,6.3,9.0,5.6,9.1,6.4,6.7,7.1,6.3,4,7.1,9.7,5.5,1,0,4,103.5,False,6,7.6,398348,9.3,9.1,Art. 12 Penal Code,Fraud,136933.05,Check applicable law -> Compute damages -> Advise resolution,350746.42,0.44,0.48
FLC-2024-0466,Region E,2021,Administrative,Win,False,96454.58,8.6,4.6,8.8,6.4,6.1,4.5,6.4,8.6,2,6.3,9.5,1.3,2,3,2,39.6,False,9,9.5,77126,8.7,7.6,Art. 5 Admin Law,Regulatory Violation,70608.05,Review charges -> Evaluate evidence -> Determine verdict,23810.67,0.25,0.58
FLC-2025-0467,Region E,2019,Civil,Win,False,981012.05,8.8,9.4,6.7,6.5,9.1,8.8,7.6,8.8,0,8.2,8.5,2.6,5,0,2,29.9,True,3,8.9,530604,9.7,5.6,Art. 45 Civil Code,Breach of Contract,7213.1,Review charges -> Evaluate evidence -> Determine verdict,121289.3,0.12,0.58
FLC-2023-0468,Region E,2021,Criminal,Win,False,557694.37,5.9,7.3,6.4,5.3,3.3,4.7,5.4,5.9,1,3.9,7.4,3.4,2,1,2,145.9,True,8,8.1,45588,9.2,5.6,Art. 12 Penal Code,Fraud,155512.75,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,292716.19,0.52,0.55
FLC-2024-0469,Region A,2023,Administrative,Win,False,88256.97,6.9,4.1,9.1,6.8,7.1,4.4,5.9,6.9,3,5.3,7.1,0.5,1,1,2,86.9,True,4,9.5,954657,9.0,8.9,Art. 5 Admin Law,Regulatory Violation,15909.88,Check applicable law -> Compute damages -> Advise resolution,26645.37,0.3,0.73
FLC-2025-0470,Region E,2016,Commercial,Loss,True,1164870.03,5.8,6.5,5.9,5.6,7.1,6.2,5.4,5.8,1,4.2,6.2,5.0,4,4,4,166.3,True,5,5.3,79872,5.5,7.2,Art. 25 CISG,Cross-Border Dispute,120041.79,Review charges -> Evaluate evidence -> Determine verdict,595754.38,0.51,0.75
FLC-2023-0471,Region E,2021,Commercial,Loss,False,255807.01,7.5,6.0,7.3,9.6,9.3,4.5,5.7,7.5,0,5.6,9.9,5.6,7,1,4,190.9,True,1,5.3,101960,8.0,9.3,Art. 25 CISG,Cross-Border Dispute,58926.6,Check applicable law -> Compute damages -> Advise resolution,82886.14,0.32,0.55
FLC-2024-0472,Region C,2019,Civil,Win,False,629682.34,8.3,5.9,5.6,9.3,6.5,7.4,7.8,8.3,4,5.9,6.0,7.5,1,2,1,109.4,False,4,8.5,498425,7.2,8.5,Art. 45 Civil Code,Breach of Contract,62277.81,Check jurisdiction -> Assess contract clauses -> Compute liability,81084.87,0.13,0.57
FLC-2025-0473,Region C,2017,Civil,Settlement,True,374457.04,2.5,7.5,6.6,10.0,3.3,5.0,9.5,2.5,0,3.0,7.7,8.6,4,4,0,125.0,False,8,7.5,633465,6.7,5.4,Art. 45 Civil Code,Breach of Contract,117482.16,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,243231.26,0.65,1.0
FLC-2023-0474,Region D,2015,Administrative,Win,True,454362.42,4.2,7.1,9.0,9.8,4.1,4.1,9.3,4.2,4,5.4,5.2,1.6,6,3,4,121.1,False,3,8.5,144979,8.3,9.4,Art. 5 Admin Law,Regulatory Violation,167554.25,Review charges -> Evaluate evidence -> Determine verdict,303736.57,0.67,0.83
FLC-2024-0475,Region C,2015,Civil,Dismissed,False,233537.67,9.7,8.0,8.7,7.9,6.1,8.6,5.3,9.7,1,6.8,5.7,4.0,1,3,4,199.1,True,2,5.8,537567,5.2,5.5,Art. 45 Civil Code,Breach of Contract,35173.13,Check applicable law -> Compute damages -> Advise resolution,51849.78,0.22,0.8
FLC-2025-0476,Region C,2018,Civil,Loss,True,282403.34,3.8,4.6,7.2,7.9,9.4,5.1,9.0,3.8,1,1.6,6.2,2.4,6,1,1,103.1,True,1,9.6,865093,5.5,7.9,Art. 45 Civil Code,Breach of Contract,163549.82,Check jurisdiction -> Assess contract clauses -> Compute liability,129732.98,0.46,0.91
FLC-2023-0477,Region B,2022,Criminal,Loss,True,635339.18,3.1,7.8,5.2,9.8,9.5,9.6,6.8,3.1,4,2.7,8.8,5.6,8,3,2,162.6,True,7,8.1,230632,5.1,9.0,Art. 12 Penal Code,Fraud,136165.85,Review charges -> Evaluate evidence -> Determine verdict,495674.17,0.78,0.81
FLC-2024-0478,Region B,2015,International Treaty,Loss,False,463068.06,3.2,9.3,6.4,5.7,3.8,8.2,5.0,3.2,3,3.7,5.0,7.2,7,0,0,192.6,False,0,7.8,35593,8.0,6.8,Art. 97,Cross-Border Dispute,193080.99,Check applicable law -> Compute damages -> Advise resolution,269977.02,0.58,0.23
FLC-2025-0479,Region D,2018,Criminal,Loss,True,679288.17,2.1,9.4,8.5,5.6,3.5,9.8,8.4,2.1,3,2.4,7.0,9.6,3,3,3,106.0,True,4,5.5,918293,9.6,8.0,Art. 12 Penal Code,Fraud,282409.23,Check applicable law -> Compute damages -> Advise resolution,494932.31,0.73,0.79
FLC-2023-0480,Region E,2022,International Treaty,Loss,True,836438.34,2.1,9.1,8.0,7.6,8.2,8.9,8.4,2.1,4,2.4,6.9,1.9,4,1,1,146.8,False,9,7.4,77757,6.4,5.9,Art. 97,Cross-Border Dispute,174641.44,Check applicable law -> Compute damages -> Advise resolution,713053.21,0.85,0.55
FLC-2024-0481,Region C,2022,Civil,Settlement,True,298536.92,3.0,8.3,10.0,5.7,3.3,8.2,9.2,3.0,3,2.0,6.6,0.9,2,3,2,48.4,True,6,7.9,724130,7.7,7.3,Art. 45 Civil Code,Breach of Contract,178503.44,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,175471.09,0.59,0.82
FLC-2025-0482,Region C,2016,Civil,Settlement,True,1048377.82,5.2,6.7,9.6,7.3,4.9,4.9,5.0,5.2,3,5.7,7.9,4.0,7,2,4,94.1,True,3,5.2,313444,9.2,8.5,Art. 45 Civil Code,Breach of Contract,100448.6,Assess plaintiff claims -> Review evidence -> Determine outcome,437166.16,0.42,0.87
FLC-2023-0483,Region E,2018,Civil,Win,False,106950.65,7.7,4.5,6.2,8.9,6.7,9.6,7.1,7.7,1,6.2,7.6,7.9,1,1,1,177.4,False,0,8.1,742119,6.3,9.5,Art. 45 Civil Code,Breach of Contract,49802.29,Check applicable law -> Compute damages -> Advise resolution,16963.88,0.16,0.69
FLC-2024-0484,Region A,2016,Administrative,Win,False,345038.24,7.6,7.4,7.2,6.5,6.5,6.0,8.8,7.6,4,5.5,9.4,5.4,3,1,1,135.7,False,6,9.2,751506,5.1,8.1,Art. 5 Admin Law,Regulatory Violation,66871.71,Review charges -> Evaluate evidence -> Determine verdict,124356.87,0.36,0.7
FLC-2025-0485,Region E,2024,Administrative,Win,True,1113195.89,5.4,8.4,7.5,7.0,5.8,5.4,5.1,5.4,1,3.5,6.1,2.1,3,0,2,187.5,True,1,8.4,129514,9.9,9.3,Art. 5 Admin Law,Regulatory Violation,173058.04,Assess plaintiff claims -> Review evidence -> Determine outcome,545158.31,0.49,0.87
FLC-2023-0486,Region B,2022,Criminal,Loss,False,295175.35,6.7,8.0,7.2,8.4,3.2,7.5,7.8,6.7,1,5.3,6.0,8.1,3,0,4,99.3,False,4,7.7,342768,8.2,8.9,Art. 12 Penal Code,Fraud,18836.82,Check jurisdiction -> Assess contract clauses -> Compute liability,89228.17,0.3,0.49
FLC-2024-0487,Region E,2015,Criminal,Settlement,False,733666.81,3.5,8.5,8.3,7.0,4.8,9.9,9.0,3.5,2,3.7,8.4,2.9,1,2,4,194.3,False,3,8.9,140363,6.3,9.1,Art. 12 Penal Code,Fraud,135779.69,Analyze treaty -> Evaluate cross-border compliance -> Recommend settlement,452235.39,0.62,0.52
